input_file,mua,musp,n_int,f,phase,amplitude
21,0.41000000000000003,1.0,1.4349999999999992,0.942478,-0.10124449928131,0.066190032384386
21,0.41000000000000003,1.0,1.4349999999999992,3.14159,-0.21463019769232,0.026398296374065
21,0.41000000000000003,1.0,1.4349999999999992,6.28319,-0.25667071908014,0.014350040122135
22,0.41000000000000003,1.0,1.439999999999999,0,0,0.088977256067539
22,0.41000000000000003,1.0,1.439999999999999,0.125664,-0.014598352111105,0.088390554968238
22,0.41000000000000003,1.0,1.439999999999999,0.471239,-0.05367173211315,0.081523740472373
22,0.41000000000000003,1.0,1.439999999999999,0.942478,-0.10124449928131,0.066190032384386
22,0.41000000000000003,1.0,1.439999999999999,3.14159,-0.21463019769232,0.026398296374065
22,0.41000000000000003,1.0,1.439999999999999,6.28319,-0.25667071908014,0.014350040122135
23,0.41000000000000003,1.0,1.444999999999999,0,0,0.088977256067539
23,0.41000000000000003,1.0,1.444999999999999,0.125664,-0.014598352111105,0.088390554968238
23,0.41000000000000003,1.0,1.444999999999999,0.471239,-0.05367173211315,0.081523740472373
23,0.41000000000000003,1.0,1.444999999999999,0.942478,-0.10124449928131,0.066190032384386
23,0.41000000000000003,1.0,1.444999999999999,3.14159,-0.21463019769232,0.026398296374065
23,0.41000000000000003,1.0,1.444999999999999,6.28319,-0.25667071908014,0.014350040122135
24,0.46,1.0,1.4099999999999997,0,0,0.079828329057821
24,0.46,1.0,1.4099999999999997,0.125664,-0.014082155758743,0.079366827793564
24,0.46,1.0,1.4099999999999997,0.471239,-0.051828430751691,0.073901401912831
24,0.46,1.0,1.4099999999999997,0.942478,-0.098038276118394,0.061267631227751
24,0.46,1.0,1.4099999999999997,3.14159,-0.21077766062639,0.025655634603894
24,0.46,1.0,1.4099999999999997,6.28319,-0.25411790777671,0.014111885237463
25,0.41000000000000003,1.5,1.4,0,0,0.12683282291128
25,0.41000000000000003,1.5,1.4,0.125664,-0.010807303942837,0.12626008061032
25,0.41000000000000003,1.5,1.4,0.471239,-0.040098900383407,0.11931485168055
25,0.41000000000000003,1.5,1.4,0.942478,-0.077643813198162,0.10203317841016
25,0.41000000000000003,1.5,1.4,3.14159,-0.19149663210023,0.042617335844052
25,0.41000000000000003,1.5,1.4,6.28319,-0.24398087337025,0.021734650555534
26,0.41000000000000003,1.5,1.4049999999999998,0,0,0.12683282291128
26,0.41000000000000003,1.5,1.4049999999999998,0.125664,-0.010807303942837,0.12626008061032
26,0.41000000000000003,1.5,1.4049999999999998,0.471239,-0.040098900383407,0.11931485168055
26,0.41000000000000003,1.5,1.4049999999999998,0.942478,-0.077643813198162,0.10203317841016
26,0.41000000000000003,1.5,1.4049999999999998,3.14159,-0.19149663210023,0.042617335844052
26,0.41000000000000003,1.5,1.4049999999999998,6.28319,-0.24398087337025,0.021734650555534
27,0.41000000000000003,1.5,1.4099999999999997,0,0,0.12683282291128
27,0.41000000000000003,1.5,1.4099999999999997,0.125664,-0.010807303942837,0.12626008061032
27,0.41000000000000003,1.5,1.4099999999999997,0.471239,-0.040098900383407,0.11931485168055
27,0.41000000000000003,1.5,1.4099999999999997,0.942478,-0.077643813198162,0.10203317841016
27,0.41000000000000003,1.5,1.4099999999999997,3.14159,-0.19149663210023,0.042617335844052
27,0.41000000000000003,1.5,1.4099999999999997,6.28319,-0.24398087337025,0.021734650555534
28,0.41000000000000003,1.5,1.4149999999999996,0,0,0.12683282291128
28,0.41000000000000003,1.5,1.4149999999999996,0.125664,-0.010807303942837,0.12626008061032
28,0.41000000000000003,1.5,1.4149999999999996,0.471239,-0.040098900383407,0.11931485168055
28,0.41000000000000003,1.5,1.4149999999999996,0.942478,-0.077643813198162,0.10203317841016
28,0.41000000000000003,1.5,1.4149999999999996,3.14159,-0.19149663210023,0.042617335844052
28,0.41000000000000003,1.5,1.4149999999999996,6.28319,-0.24398087337025,0.021734650555534
29,0.41000000000000003,1.5,1.4199999999999995,0,0,0.12683282291128
29,0.41000000000000003,1.5,1.4199999999999995,0.125664,-0.010807303942837,0.12626008061032
29,0.41000000000000003,1.5,1.4199999999999995,0.471239,-0.040098900383407,0.11931485168055
29,0.41000000000000003,1.5,1.4199999999999995,0.942478,-0.077643813198162,0.10203317841016
29,0.41000000000000003,1.5,1.4199999999999995,3.14159,-0.19149663210023,0.042617335844052
29,0.41000000000000003,1.5,1.4199999999999995,6.28319,-0.24398087337025,0.021734650555534
30,0.41000000000000003,1.5,1.4249999999999994,0,0,0.12683282291128
30,0.41000000000000003,1.5,1.4249999999999994,0.125664,-0.010807303942837,0.12626008061032
30,0.41000000000000003,1.5,1.4249999999999994,0.471239,-0.040098900383407,0.11931485168055
30,0.41000000000000003,1.5,1.4249999999999994,0.942478,-0.077643813198162,0.10203317841016
30,0.41000000000000003,1.5,1.4249999999999994,3.14159,-0.19149663210023,0.042617335844052
30,0.41000000000000003,1.5,1.4249999999999994,6.28319,-0.24398087337025,0.021734650555534
31,0.41000000000000003,1.5,1.4299999999999993,0,0,0.12683282291128
31,0.41000000000000003,1.5,1.4299999999999993,0.125664,-0.010807303942837,0.12626008061032
31,0.41000000000000003,1.5,1.4299999999999993,0.471239,-0.040098900383407,0.11931485168055
31,0.41000000000000003,1.5,1.4299999999999993,0.942478,-0.077643813198162,0.10203317841016
31,0.41000000000000003,1.5,1.4299999999999993,3.14159,-0.19149663210023,0.042617335844052
31,0.41000000000000003,1.5,1.4299999999999993,6.28319,-0.24398087337025,0.021734650555534
32,0.41000000000000003,1.5,1.4349999999999992,0,0,0.12683282291128
32,0.41000000000000003,1.5,1.4349999999999992,0.125664,-0.010807303942837,0.12626008061032
32,0.41000000000000003,1.5,1.4349999999999992,0.471239,-0.040098900383407,0.11931485168055
32,0.41000000000000003,1.5,1.4349999999999992,0.942478,-0.077643813198162,0.10203317841016
32,0.41000000000000003,1.5,1.4349999999999992,3.14159,-0.19149663210023,0.042617335844052
32,0.41000000000000003,1.5,1.4349999999999992,6.28319,-0.24398087337025,0.021734650555534
33,0.41000000000000003,1.5,1.439999999999999,0,0,0.12683282291128
33,0.41000000000000003,1.5,1.439999999999999,0.125664,-0.010807303942837,0.12626008061032
33,0.41000000000000003,1.5,1.439999999999999,0.471239,-0.040098900383407,0.11931485168055
33,0.41000000000000003,1.5,1.439999999999999,0.942478,-0.077643813198162,0.10203317841016
33,0.41000000000000003,1.5,1.439999999999999,3.14159,-0.19149663210023,0.042617335844052
33,0.41000000000000003,1.5,1.439999999999999,6.28319,-0.24398087337025,0.021734650555534
34,0.41000000000000003,1.5,1.444999999999999,0,0,0.12683282291128
34,0.41000000000000003,1.5,1.444999999999999,0.125664,-0.010807303942837,0.12626008061032
34,0.41000000000000003,1.5,1.444999999999999,0.471239,-0.040098900383407,0.11931485168055
34,0.41000000000000003,1.5,1.444999999999999,0.942478,-0.077643813198162,0.10203317841016
34,0.41000000000000003,1.5,1.444999999999999,3.14159,-0.19149663210023,0.042617335844052
34,0.41000000000000003,1.5,1.444999999999999,6.28319,-0.24398087337025,0.021734650555534
35,0.46,1.0,1.4149999999999996,0,0,0.079828329057821
35,0.46,1.0,1.4149999999999996,0.125664,-0.014082155758743,0.079366827793564
35,0.46,1.0,1.4149999999999996,0.471239,-0.051828430751691,0.073901401912831
35,0.46,1.0,1.4149999999999996,0.942478,-0.098038276118394,0.061267631227751
35,0.46,1.0,1.4149999999999996,3.14159,-0.21077766062639,0.025655634603894
35,0.46,1.0,1.4149999999999996,6.28319,-0.25411790777671,0.014111885237463
36,0.41000000000000003,2.0,1.4,0,0,0.15887683735369
36,0.41000000000000003,2.0,1.4,0.125664,-0.0085730756676854,0.15834483162263
36,0.41000000000000003,2.0,1.4,0.471239,-0.031933065015304,0.15176965283605
36,0.41000000000000003,2.0,1.4,0.942478,-0.062552387310468,0.13436310823206
36,0.41000000000000003,2.0,1.4,3.14159,-0.16898635704255,0.060792375092585
36,0.41000000000000003,2.0,1.4,6.28319,-0.23135020800025,0.029737978338215
37,0.41000000000000003,2.0,1.4049999999999998,0,0,0.15887683735369
37,0.41000000000000003,2.0,1.4049999999999998,0.125664,-0.0085730756676854,0.15834483162263
37,0.41000000000000003,2.0,1.4049999999999998,0.471239,-0.031933065015304,0.15176965283605
37,0.41000000000000003,2.0,1.4049999999999998,0.942478,-0.062552387310468,0.13436310823206
37,0.41000000000000003,2.0,1.4049999999999998,3.14159,-0.16898635704255,0.060792375092585
37,0.41000000000000003,2.0,1.4049999999999998,6.28319,-0.23135020800025,0.029737978338215
38,0.41000000000000003,2.0,1.4099999999999997,0,0,0.15887683735369
38,0.41000000000000003,2.0,1.4099999999999997,0.125664,-0.0085730756676854,0.15834483162263
38,0.41000000000000003,2.0,1.4099999999999997,0.471239,-0.031933065015304,0.15176965283605
38,0.41000000000000003,2.0,1.4099999999999997,0.942478,-0.062552387310468,0.13436310823206
38,0.41000000000000003,2.0,1.4099999999999997,3.14159,-0.16898635704255,0.060792375092585
38,0.41000000000000003,2.0,1.4099999999999997,6.28319,-0.23135020800025,0.029737978338215
39,0.41000000000000003,2.0,1.4149999999999996,0,0,0.15887683735369
39,0.41000000000000003,2.0,1.4149999999999996,0.125664,-0.0085730756676854,0.15834483162263
39,0.41000000000000003,2.0,1.4149999999999996,0.471239,-0.031933065015304,0.15176965283605
39,0.41000000000000003,2.0,1.4149999999999996,0.942478,-0.062552387310468,0.13436310823206
39,0.41000000000000003,2.0,1.4149999999999996,3.14159,-0.16898635704255,0.060792375092585
39,0.41000000000000003,2.0,1.4149999999999996,6.28319,-0.23135020800025,0.029737978338215
40,0.41000000000000003,2.0,1.4199999999999995,0,0,0.15887683735369
40,0.41000000000000003,2.0,1.4199999999999995,0.125664,-0.0085730756676854,0.15834483162263
40,0.41000000000000003,2.0,1.4199999999999995,0.471239,-0.031933065015304,0.15176965283605
40,0.41000000000000003,2.0,1.4199999999999995,0.942478,-0.062552387310468,0.13436310823206
40,0.41000000000000003,2.0,1.4199999999999995,3.14159,-0.16898635704255,0.060792375092585
40,0.41000000000000003,2.0,1.4199999999999995,6.28319,-0.23135020800025,0.029737978338215
41,0.41000000000000003,2.0,1.4249999999999994,0,0,0.15887683735369
41,0.41000000000000003,2.0,1.4249999999999994,0.125664,-0.0085730756676854,0.15834483162263
41,0.41000000000000003,2.0,1.4249999999999994,0.471239,-0.031933065015304,0.15176965283605
41,0.41000000000000003,2.0,1.4249999999999994,0.942478,-0.062552387310468,0.13436310823206
41,0.41000000000000003,2.0,1.4249999999999994,3.14159,-0.16898635704255,0.060792375092585
41,0.41000000000000003,2.0,1.4249999999999994,6.28319,-0.23135020800025,0.029737978338215
42,0.41000000000000003,2.0,1.4299999999999993,0,0,0.15887683735369
42,0.41000000000000003,2.0,1.4299999999999993,0.125664,-0.0085730756676854,0.15834483162263
42,0.41000000000000003,2.0,1.4299999999999993,0.471239,-0.031933065015304,0.15176965283605
42,0.41000000000000003,2.0,1.4299999999999993,0.942478,-0.062552387310468,0.13436310823206
42,0.41000000000000003,2.0,1.4299999999999993,3.14159,-0.16898635704255,0.060792375092585
42,0.41000000000000003,2.0,1.4299999999999993,6.28319,-0.23135020800025,0.029737978338215
43,0.41000000000000003,2.0,1.4349999999999992,0,0,0.15887683735369
43,0.41000000000000003,2.0,1.4349999999999992,0.125664,-0.0085730756676854,0.15834483162263
43,0.41000000000000003,2.0,1.4349999999999992,0.471239,-0.031933065015304,0.15176965283605
43,0.41000000000000003,2.0,1.4349999999999992,0.942478,-0.062552387310468,0.13436310823206
43,0.41000000000000003,2.0,1.4349999999999992,3.14159,-0.16898635704255,0.060792375092585
43,0.41000000000000003,2.0,1.4349999999999992,6.28319,-0.23135020800025,0.029737978338215
44,0.41000000000000003,2.0,1.439999999999999,0,0,0.15887683735369
44,0.41000000000000003,2.0,1.439999999999999,0.125664,-0.0085730756676854,0.15834483162263
44,0.41000000000000003,2.0,1.439999999999999,0.471239,-0.031933065015304,0.15176965283605
44,0.41000000000000003,2.0,1.439999999999999,0.942478,-0.062552387310468,0.13436310823206
44,0.41000000000000003,2.0,1.439999999999999,3.14159,-0.16898635704255,0.060792375092585
44,0.41000000000000003,2.0,1.439999999999999,6.28319,-0.23135020800025,0.029737978338215
45,0.41000000000000003,2.0,1.444999999999999,0,0,0.15887683735369
45,0.41000000000000003,2.0,1.444999999999999,0.125664,-0.0085730756676854,0.15834483162263
45,0.41000000000000003,2.0,1.444999999999999,0.471239,-0.031933065015304,0.15176965283605
45,0.41000000000000003,2.0,1.444999999999999,0.942478,-0.062552387310468,0.13436310823206
45,0.41000000000000003,2.0,1.444999999999999,3.14159,-0.16898635704255,0.060792375092585
45,0.41000000000000003,2.0,1.444999999999999,6.28319,-0.23135020800025,0.029737978338215
46,0.46,1.0,1.4199999999999995,0,0,0.079828329057821
46,0.46,1.0,1.4199999999999995,0.125664,-0.014082155758743,0.079366827793564
46,0.46,1.0,1.4199999999999995,0.471239,-0.051828430751691,0.073901401912831
46,0.46,1.0,1.4199999999999995,0.942478,-0.098038276118394,0.061267631227751
46,0.46,1.0,1.4199999999999995,3.14159,-0.21077766062639,0.025655634603894
46,0.46,1.0,1.4199999999999995,6.28319,-0.25411790777671,0.014111885237463
47,0.41000000000000003,2.5,1.4,0,0,0.18647485263236
47,0.41000000000000003,2.5,1.4,0.125664,-0.0071047950008461,0.18598677134595
47,0.41000000000000003,2.5,1.4,0.471239,-0.026517692911742,0.17988336289589
47,0.41000000000000003,2.5,1.4,0.942478,-0.052264601471653,0.16307282576178
47,0.41000000000000003,2.5,1.4,3.14159,-0.14927159780088,0.080077747721731
47,0.41000000000000003,2.5,1.4,6.28319,-0.21830730914506,0.038500936562575
48,0.41000000000000003,2.5,1.4049999999999998,0,0,0.18647485263236
48,0.41000000000000003,2.5,1.4049999999999998,0.125664,-0.0071047950008461,0.18598677134595
48,0.41000000000000003,2.5,1.4049999999999998,0.471239,-0.026517692911742,0.17988336289589
48,0.41000000000000003,2.5,1.4049999999999998,0.942478,-0.052264601471653,0.16307282576178
48,0.41000000000000003,2.5,1.4049999999999998,3.14159,-0.14927159780088,0.080077747721731
48,0.41000000000000003,2.5,1.4049999999999998,6.28319,-0.21830730914506,0.038500936562575
49,0.41000000000000003,2.5,1.4099999999999997,0,0,0.18647485263236
49,0.41000000000000003,2.5,1.4099999999999997,0.125664,-0.0071047950008461,0.18598677134595
49,0.41000000000000003,2.5,1.4099999999999997,0.471239,-0.026517692911742,0.17988336289589
49,0.41000000000000003,2.5,1.4099999999999997,0.942478,-0.052264601471653,0.16307282576178
49,0.41000000000000003,2.5,1.4099999999999997,3.14159,-0.14927159780088,0.080077747721731
49,0.41000000000000003,2.5,1.4099999999999997,6.28319,-0.21830730914506,0.038500936562575
50,0.41000000000000003,2.5,1.4149999999999996,0,0,0.18647485263236
50,0.41000000000000003,2.5,1.4149999999999996,0.125664,-0.0071047950008461,0.18598677134595
50,0.41000000000000003,2.5,1.4149999999999996,0.471239,-0.026517692911742,0.17988336289589
50,0.41000000000000003,2.5,1.4149999999999996,0.942478,-0.052264601471653,0.16307282576178
50,0.41000000000000003,2.5,1.4149999999999996,3.14159,-0.14927159780088,0.080077747721731
50,0.41000000000000003,2.5,1.4149999999999996,6.28319,-0.21830730914506,0.038500936562575
51,0.41000000000000003,2.5,1.4199999999999995,0,0,0.18647485263236
51,0.41000000000000003,2.5,1.4199999999999995,0.125664,-0.0071047950008461,0.18598677134595
51,0.41000000000000003,2.5,1.4199999999999995,0.471239,-0.026517692911742,0.17988336289589
51,0.41000000000000003,2.5,1.4199999999999995,0.942478,-0.052264601471653,0.16307282576178
51,0.41000000000000003,2.5,1.4199999999999995,3.14159,-0.14927159780088,0.080077747721731
51,0.41000000000000003,2.5,1.4199999999999995,6.28319,-0.21830730914506,0.038500936562575
52,0.41000000000000003,2.5,1.4249999999999994,0,0,0.18647485263236
52,0.41000000000000003,2.5,1.4249999999999994,0.125664,-0.0071047950008461,0.18598677134595
52,0.41000000000000003,2.5,1.4249999999999994,0.471239,-0.026517692911742,0.17988336289589
52,0.41000000000000003,2.5,1.4249999999999994,0.942478,-0.052264601471653,0.16307282576178
52,0.41000000000000003,2.5,1.4249999999999994,3.14159,-0.14927159780088,0.080077747721731
52,0.41000000000000003,2.5,1.4249999999999994,6.28319,-0.21830730914506,0.038500936562575
53,0.41000000000000003,2.5,1.4299999999999993,0,0,0.18647485263236
53,0.41000000000000003,2.5,1.4299999999999993,0.125664,-0.0071047950008461,0.18598677134595
53,0.41000000000000003,2.5,1.4299999999999993,0.471239,-0.026517692911742,0.17988336289589
53,0.41000000000000003,2.5,1.4299999999999993,0.942478,-0.052264601471653,0.16307282576178
